Car ID,Brand,Model,Year,Transmission,Mileage,Fuel Type,Tax,MPG,Engine Size,Price
15058,Mercedes, S Class,2017,Automatic,35980,Diesel,160,52.3,3,30795
15059,Volkswagen, Caddy Maxi Life,2018,Manual,52890,Diesel,145,58.9,2,13498
15060,Hyundai, I800,2018,Manual,31312,Diesel,145,31.7,0,15500
15061,Ford, Galaxy,2017,Semi-Auto,27920,Diesel,145,52.3,2,20450
15062,Ford, Grand C-MAX,2016,Manual,37020,Diesel,30,64.2,1.5,9799
15063,Hyundai, IX35,2014,Manual,50664,Diesel,145,53.3,1.7,7840
15064,BMW, 6 Series,2019,Semi-Auto,10813,Diesel,145,53.3,3,33980
15065,Ford, KA,2008,Manual,63000,Petrol,160,45.6,1.3,1795
15066,Volkswagen, Caddy Maxi Life,2018,Manual,9626,Diesel,145,55.4,2,17499
15067,Volkswagen, Jetta,2015,Manual,29546,Diesel,20,67.3,2,10000
15068,Skoda, Scala,2020,Semi-Auto,100,Petrol,145,45.6,1.5,18545
15069,Skoda, Kamiq,2020,Automatic,5000,Petrol,145,44.1,1.5,19790
15070,BMW, 8 Series,2019,Semi-Auto,2650,Diesel,145,39.8,3,61898
15071,Mercedes, S Class,2018,Semi-Auto,2286,Petrol,145,40.9,3,56000
15072,Mercedes, S Class,2016,Semi-Auto,14633,Diesel,200,47.9,3,31998
15073,BMW, X4,2015,Automatic,66000,Diesel,145,54.3,2,17990
15074,Audi, A7,2017,Semi-Auto,38519,Diesel,145,52.3,3,24500
15075,Hyundai, IX35,2015,Manual,38760,Diesel,145,53.3,1.7,9199
15076,Volkswagen, Tiguan Allspace,2019,Semi-Auto,13675,Diesel,145,38.7,2,26980
15077,Ford, Grand C-MAX,2017,Manual,7953,Diesel,150,64.2,1.5,14489
15078,Toyota, Prius,2016,Automatic,20163,Hybrid,0,94.1,1.8,18495
15079,Mercedes, S Class,2015,Semi-Auto,15293,Diesel,200,48.7,3,28498
15080,Ford, Galaxy,2016,Automatic,40874,Petrol,260,35.8,2,22000
15081,Vauxhall, GTC,2015,Manual,36429,Petrol,160,44.8,1.6,7999
15082,Ford, KA,2014,Manual,53332,Petrol,30,57.7,1.2,3595
15083,Toyota, Avensis,2017,Automatic,14824,Petrol,145,46.3,1.8,13295
15084,Toyota, Prius,2017,Automatic,19000,Hybrid,0,85.6,1.8,20495
15085,Vauxhall, Combo Life,2019,Manual,8521,Diesel,145,53.3,1.5,20500
15086,Mercedes, CLS Class,2016,Automatic,50000,Petrol,235,39.2,3.5,21950
15087,Toyota, GT86,2017,Manual,6725,Petrol,145,36.2,2,19500
15088,Mercedes, V Class,2018,Manual,14453,Diesel,145,46.3,2.1,20998
15089,Hyundai, Santa Fe,2015,Automatic,54000,Diesel,260,42.2,2.2,14990
15090,Ford, Grand C-MAX,2018,Manual,13202,Petrol,145,47.1,1,13000
15091,Ford, Grand C-MAX,2011,Manual,142963,Diesel,145,53.3,2,3399
15092,Volkswagen, Amarok,2019,Automatic,6542,Diesel,260,33.6,3,37999
15093,Vauxhall, Antara,2007,Manual,116000,Diesel,300,37.7,2,2895
15094,BMW, X6,2014,Automatic,34990,Diesel,305,38.2,3,18000
15095,Toyota, Avensis,2009,Manual,98000,Diesel,200,51.4,2.2,4499
15096,Volkswagen, CC,2014,Semi-Auto,60987,Diesel,145,53.3,2,8790
15097,BMW, X4,2019,Semi-Auto,7310,Diesel,145,40.9,3,39450
15098,Skoda, Scala,2019,Manual,8875,Diesel,145,57.7,1.6,15995
15099,Volkswagen, Scirocco,2017,Automatic,15211,Diesel,145,57.6,2,17390
15100,BMW, X6,2016,Automatic,43600,Diesel,200,44.8,3,29995
15101,BMW, Z4,2015,Semi-Auto,39887,Petrol,200,41.5,2,15980
15102,Vauxhall, Zafira Tourer,2015,Manual,8711,Petrol,200,42.2,1.4,10495
15103,Ford, Grand C-MAX,2017,Manual,19318,Diesel,30,64.2,1.5,10798
15104,Mercedes, GLB Class,2020,Semi-Auto,637,Diesel,145,44.8,2,39950
15105,Vauxhall, Combo Life,2019,Manual,2838,Petrol,145,42.2,1.2,14270
15106,Volkswagen, Amarok,2019,Automatic,6898,Diesel,260,33.6,3,34900
15107,Ford, Mustang,2019,Automatic,12,Petrol,145,30.7,2.3,35488
15108,Ford, Edge,2019,Semi-Auto,7015,Diesel,145,37.2,2,32490
15109,Skoda, Scala,2019,Automatic,2159,Petrol,145,45.6,1.5,18299
15110,BMW, X4,2020,Semi-Auto,857,Diesel,145,40.9,3,43000
15111,Ford, Puma,2020,Manual,1173,Petrol,150,50.4,1,21000
15112,Hyundai, IX35,2013,Automatic,90000,Diesel,300,39.2,2,7995
15113,Vauxhall, Combo Life,2018,Manual,6900,Diesel,145,53.3,1.5,15995
15114,Skoda, Kamiq,2019,Semi-Auto,3597,Petrol,145,44.1,1.5,20999
15115,Audi, A7,2019,Automatic,3000,Diesel,145,47.1,2,35845
15116,Skoda, Kamiq,2020,Manual,1500,Petrol,145,49.6,1,18490
15117,Ford, Galaxy,2019,Semi-Auto,4101,Diesel,145,54.3,2,27853
15118,Skoda, Scala,2019,Automatic,2356,Petrol,145,45.6,1.5,16000
15119,Toyota, Verso,2017,Automatic,31556,Petrol,160,43.5,1.8,15400
15120,Mercedes, CLS Class,2015,Semi-Auto,40270,Diesel,160,51.4,3,20412
15121,BMW, M4,2019,Automatic,1326,Petrol,145,34,3,40000
15122,Audi, A8,2019,Automatic,2117,Diesel,145,40.4,3,41606
15123,Toyota, Verso,2016,Manual,30000,Petrol,200,41.5,1.6,10982
15124,Vauxhall, Combo Life,2019,Manual,11,Diesel,145,53.3,1.5,16879
15125,Toyota, Land Cruiser,2019,Automatic,4512,Diesel,145,30.1,2.8,44995
15126,Mercedes, S Class,2018,Semi-Auto,2984,Diesel,145,48.7,3,58099
15127,Skoda, Roomster,2013,Manual,56950,Diesel,125,60.1,1.6,5000
15128,Mercedes, V Class,2019,Automatic,3000,Diesel,150,37.2,2,43890
15129,Mercedes, M Class,2015,Automatic,21000,Diesel,305,39.2,3,23750
15130,Hyundai, I800,2019,Manual,100,Diesel,145,31.7,2.5,24995
15131,Mercedes, CLS Class,2014,Semi-Auto,25696,Diesel,165,52.3,3,19998
15132,Ford, Tourneo Connect,2019,Manual,2991,Diesel,145,61.4,1.5,19897
15133,Ford, Mustang,2018,Automatic,6250,Petrol,145,23.5,5,31498
15134,BMW, i3,2017,Automatic,22063,Hybrid,0,470.8,0,21444
15135,Mercedes, SLK,2014,Automatic,40230,Diesel,150,56.5,3,14900
15136,Hyundai, IX35,2014,Manual,21187,Petrol,200,41.5,1.6,9289
15137,BMW, 7 Series,2019,Automatic,7414,Diesel,145,44.8,3,47890
15138,Ford, Grand Tourneo Connect,2017,Automatic,41445,Diesel,150,56.6,1.5,13699
15139,Mercedes, CLS Class,2016,Semi-Auto,35474,Diesel,165,51.4,3,21498
15140,Mercedes, S Class,2017,Semi-Auto,39872,Diesel,145,50.4,3,27498
15141,BMW, M3,2015,Automatic,42000,Petrol,300,34,3,29750
15142,Ford, Edge,2017,Semi-Auto,29826,Diesel,160,48.7,2,19431
15143,Volkswagen, Tiguan Allspace,2019,Manual,94,Petrol,150,36.2,1.5,24998
15144,Skoda, Rapid,2018,Manual,8349,Petrol,145,58.9,1,11100
15145,Toyota, Verso,2015,Semi-Auto,36844,Petrol,165,43.5,1.8,12500
15146,Toyota, Supra,2019,Semi-Auto,5,Petrol,145,34.5,3,47500
15147,Audi, A7,2015,Semi-Auto,42687,Diesel,150,54.3,3,17888
15148,BMW, X4,2019,Automatic,6648,Petrol,145,26.9,3,40016
15149,BMW, M6,2006,Semi-Auto,89000,Petrol,570,19.1,5,12495
15150,Hyundai, I40,2014,Manual,76531,Diesel,30,55.4,1.7,8999
15151,Toyota, Hilux,2018,Automatic,26198,Diesel,265,36.2,2.4,22498
15152,Mercedes, V Class,2018,Manual,27222,Diesel,145,46.3,2.1,19998
15153,Vauxhall, Antara,2012,Manual,35100,Diesel,230,44.1,2.2,7850
15154,Skoda, Rapid,2017,Manual,27737,Petrol,150,57.7,1.2,8490
15155,Volkswagen, Arteon,2019,Automatic,5364,Diesel,145,50.4,2,27500
15156,Ford, Galaxy,2014,Automatic,22000,Diesel,160,47.1,2,10495
15157,Audi, A7,2017,Semi-Auto,25000,Petrol,145,29.7,4,37500
15158,Mercedes, CLS Class,2019,Automatic,2817,Diesel,145,47.9,2.9,45636
15159,BMW, M4,2017,Manual,15500,Petrol,330,32.1,3,35995
15160,Audi, A7,2017,Semi-Auto,12298,Diesel,145,52.3,3,24860
15161,Mercedes, V Class,2018,Manual,15323,Diesel,150,46.3,2.1,21798
15162,BMW, M4,2020,Semi-Auto,1000,Petrol,145,34,3,49980
15163,Volkswagen, Caravelle,2019,Automatic,10614,Diesel,145,29.4,2,45926
15164,Hyundai, Santa Fe,2016,Manual,44905,Diesel,200,47.1,2.2,16498
15165,Toyota, Avensis,2017,Automatic,40130,Petrol,145,47.1,1.8,13764
15166,Toyota, Prius,2019,Automatic,2731,Hybrid,135,62.8,1.8,24961
15167,Skoda, Kamiq,2019,Semi-Auto,4574,Petrol,150,44.1,1.5,20995
15168,Volkswagen, Caravelle,2019,Semi-Auto,8751,Diesel,150,32.8,2,44494
15169,Ford, Galaxy,2017,Manual,41340,Diesel,125,56.5,2,17700
15170,Ford, KA,2014,Manual,22455,Petrol,30,57.7,1.2,4698
15171,Volkswagen, Scirocco,2016,Semi-Auto,25584,Diesel,30,57.6,2,14500
15172,Toyota, Prius,2020,Automatic,267,Hybrid,135,61.4,1.8,23500
15173,Mercedes, CLS Class,2019,Automatic,15263,Diesel,145,45.6,2,35950
15174,Ford, KA,2013,Manual,33735,Petrol,30,57.7,1.2,3691
15175,Volkswagen, Arteon,2020,Automatic,256,Petrol,145,47.1,2,39989
15176,Toyota, PROACE VERSO,2019,Automatic,10524,Diesel,145,38.7,2,27249
15177,BMW, M4,2019,Semi-Auto,19,Petrol,145,34,3,43950
15178,Hyundai, Santa Fe,2013,Semi-Auto,25976,Diesel,260,41.5,2.2,15739
15179,Mercedes, GLS Class,2017,Semi-Auto,30394,Diesel,145,37.2,3,38750
15180,Ford, Puma,2020,Manual,2396,Petrol,145,49.6,1,25000
15181,Mercedes, CLA Class,2017,Automatic,31949,Diesel,150,58.9,2.1,20480
15182,Skoda, Scala,2019,Manual,2518,Petrol,150,49.6,1,14795
15183,Mercedes, CLS Class,2018,Automatic,9300,Petrol,145,32.5,3,54990
15184,Vauxhall, GTC,2015,Manual,52145,Diesel,30,67.3,1.6,7830
15185,Hyundai, I800,2019,Automatic,8491,Diesel,145,31.7,2.5,19798
15186,Toyota, Prius,2016,Automatic,20000,Hybrid,0,94.1,1.8,20000
15187,BMW, X4,2017,Automatic,68689,Diesel,145,54.3,2,18999
15188,BMW, 7 Series,2020,Semi-Auto,5000,Diesel,145,42.2,3,52999
15189,BMW, X4,2019,Automatic,9151,Diesel,145,37.2,3,42982
15190,Mercedes, CLS Class,2019,Automatic,999,Diesel,145,45.6,2,38999
15191,Audi, A8,2019,Semi-Auto,100,Diesel,145,40.4,3,49000
15192,Volkswagen, Arteon,2019,Manual,50,Diesel,145,52.3,2,26498
15193,Ford, Edge,2019,Automatic,667,Diesel,145,37.2,2,32489
15194,Toyota, Avensis,2017,Manual,24459,Petrol,145,47.1,1.8,12498
15195,Skoda, Yeti,2015,Manual,22758,Petrol,125,51.4,1.2,9995
15196,Audi, Q8,2019,Semi-Auto,3401,Diesel,150,30.7,4,85900
15197,Ford, Galaxy,2018,Manual,55203,Diesel,150,56.5,2,13985
15198,Mercedes, X-CLASS,2019,Automatic,500,Diesel,260,35.8,2.3,26995
15199,Vauxhall, Zafira Tourer,2016,Manual,55000,Diesel,30,62.7,1.6,8750
15200,Mercedes, G Class,2018,Semi-Auto,13046,Petrol,145,21.4,4,139995
15201,BMW, M5,2019,Semi-Auto,4800,Petrol,145,26.9,4.4,65000
15202,Mercedes, CLS Class,2017,Semi-Auto,46943,Diesel,145,57.7,2.1,19799
15203,Audi, A8,2019,Semi-Auto,500,Diesel,145,40.4,3,42950
15204,Ford, Galaxy,2016,Automatic,14604,Diesel,145,52.3,2,15799
15205,Mercedes, GL Class,2015,Automatic,18758,Diesel,125,55.4,2.1,17949
15206,BMW, 7 Series,2018,Semi-Auto,39196,Diesel,145,54.3,3,31322
15207,Volkswagen, Arteon,2019,Semi-Auto,4110,Diesel,150,60.1,2,26990
15208,Volkswagen, Beetle,2007,Manual,89000,Petrol,265,36.7,1.6,2295
15209,Volkswagen, Scirocco,2015,Manual,21800,Diesel,20,55.4,2,12999
15210,Toyota, Prius,2016,Automatic,78500,Hybrid,0,94.1,1.8,13690
15211,Ford, Puma,2020,Manual,1440,Petrol,145,51.4,1,19979
15212,BMW, Z4,2020,Semi-Auto,101,Petrol,150,37.2,2,34990
15213,Toyota, Avensis,2018,Automatic,20989,Petrol,145,47.1,1.8,16495
15214,Ford, KA,2013,Manual,44846,Petrol,30,57.7,1.2,3500
15215,BMW, X4,2016,Automatic,25465,Diesel,200,47.9,3,24000
15216,Vauxhall, Vivaro,2017,Manual,30156,Diesel,160,50.4,1.6,15498
15217,Audi, R8,2020,Semi-Auto,70,Petrol,145,21.1,5.2,137995
15218,Hyundai, Santa Fe,2019,Automatic,13100,Diesel,145,39.8,2.2,29490
15219,Skoda, Yeti,2016,Manual,52325,Petrol,125,51.4,1.2,10490
15220,Hyundai, I800,2017,Manual,29100,Diesel,300,37.7,2.5,14777
15221,Ford, KA,2014,Manual,49393,Petrol,30,57.7,1.2,4399
15222,Mercedes, X-CLASS,2017,Automatic,22500,Diesel,260,35.8,2.3,29990
15223,Skoda, Yeti,2016,Manual,13757,Petrol,125,51.4,1.2,11355
15224,Hyundai, I40,2015,Manual,20660,Diesel,30,65.7,1.7,10690
15225,Ford, Grand C-MAX,2013,Manual,36101,Diesel,125,60.1,1.6,7698
15226,Volkswagen, Amarok,2019,Automatic,8906,Diesel,260,33.6,3,32895
15227,Mercedes, V Class,2018,Automatic,14777,Diesel,145,44.8,2.1,38995
15228,Ford, KA,2011,Manual,61437,Petrol,30,57.7,1.2,3299
15229,Ford, KA,2014,Manual,21200,Petrol,30,57.7,1.2,5499
15230,Skoda, Scala,2019,Automatic,506,Diesel,145,54.3,1.6,18710
15231,Ford, Grand C-MAX,2016,Manual,30848,Petrol,30,54.3,1,9975
15232,Hyundai, IX35,2013,Manual,46245,Diesel,145,48.7,1.7,6998
15233,Hyundai, Santa Fe,2016,Automatic,55000,Diesel,235,42.8,2.2,17490
15234,Ford, Galaxy,2017,Manual,32841,Diesel,125,56.5,2,17999
15235,Hyundai, IX20,2013,Manual,35300,Petrol,145,45.6,1.4,6000
15236,Ford, KA,2015,Manual,8335,Petrol,30,57.7,1.2,5995
15237,Volkswagen, Arteon,2020,Semi-Auto,4000,Diesel,145,50.4,2,34500
15238,Ford, Grand Tourneo Connect,2015,Manual,94362,Diesel,125,58.9,1.6,9490
15239,Skoda, Scala,2019,Manual,3587,Petrol,145,49.6,1,17490
15240,Volkswagen, CC,2016,Automatic,108808,Diesel,125,58.9,2,8888
15241,Hyundai, I40,2017,Manual,15326,Diesel,145,65.7,1.7,10277
15242,Ford, Tourneo Custom,2019,Manual,2223,Diesel,150,35.3,2,19999
15243,Hyundai, IX20,2014,Manual,47961,Diesel,30,64.2,1.6,5495
15244,Vauxhall, Vivaro,2018,Manual,16273,Diesel,145,40.9,1.6,16999
15245,Volkswagen, Scirocco,2016,Automatic,28902,Diesel,125,53.3,2,13800
15246,Hyundai, IX35,2014,Manual,22632,Diesel,145,53.3,1.7,8990
15247,Volkswagen, Caddy Maxi Life,2017,Semi-Auto,36000,Diesel,145,54.3,2,19700
15248,Skoda, Yeti,2016,Manual,27192,Petrol,125,51.4,1.2,10155
15249,Volkswagen, Scirocco,2015,Automatic,47313,Diesel,30,57.6,2,12500
15250,Hyundai, IX35,2015,Manual,48823,Petrol,165,44.1,1.6,8498
15251,Hyundai, IX20,2017,Manual,13675,Diesel,145,64.2,1.6,8750
15252,Volkswagen, Caravelle,2019,Automatic,4473,Diesel,150,33.6,2,46999
15253,Skoda, Rapid,2016,Manual,52456,Diesel,0,78.5,1.4,6991
15254,Toyota, PROACE VERSO,2019,Manual,588,Diesel,145,40.4,2,24498
15255,Toyota, Prius,2016,Automatic,37000,Hybrid,0,85.6,1.8,20000
15256,Vauxhall, Zafira Tourer,2016,Manual,12886,Petrol,200,42.2,1.4,11400
15257,Mercedes, GL Class,2015,Semi-Auto,36281,Diesel,330,36.2,3,31998
15258,Mercedes, X-CLASS,2019,Automatic,13000,Diesel,260,31.4,3,33990
15259,Ford, Edge,2017,Semi-Auto,24078,Diesel,160,48.7,2,18950
15260,Mercedes, GL Class,2016,Automatic,19859,Diesel,125,56.5,2.1,25999
15261,Toyota, Verso,2011,Manual,67085,Petrol,200,41.5,1.6,5999
15262,Ford, Galaxy,2017,Manual,11111,Diesel,125,56.5,2,19900
15263,Volkswagen, Scirocco,2010,Manual,61000,Diesel,145,55.4,2,6990
15264,Toyota, GT86,2015,Manual,49000,Petrol,265,36.2,2,13495
15265,Hyundai, Santa Fe,2019,Automatic,11,Diesel,145,39.8,2.2,32500
15266,Ford, Grand C-MAX,2016,Manual,77710,Diesel,30,64.2,1.5,8749
15267,Hyundai, Santa Fe,2017,Manual,26711,Diesel,200,47.1,2.2,19495
15268,Volkswagen, Arteon,2019,Automatic,4867,Petrol,145,32.8,2,26880
15269,Ford, Grand C-MAX,2017,Manual,12360,Diesel,30,64.2,1.5,10998
15270,Volkswagen, Caravelle,2019,Automatic,6900,Diesel,145,33.6,2,42495
15271,Mercedes, V Class,2018,Manual,24043,Diesel,150,46.3,2.1,18998
15272,BMW, X7,2020,Semi-Auto,3452,Diesel,150,33.6,3,64995
15273,Toyota, Hilux,2018,Automatic,12276,Diesel,265,36.2,2.4,21998
15274,Ford, Edge,2016,Semi-Auto,18702,Diesel,160,48.7,2,21995
15275,Volkswagen, Scirocco,2016,Manual,96000,Diesel,20,55.4,2,9491
15276,Ford, Edge,2016,Semi-Auto,15727,Diesel,160,48.7,2,18995
15277,Volkswagen, Shuttle,2018,Manual,24328,Diesel,145,47.1,2,19998
15278,Skoda, Yeti,2016,Semi-Auto,27684,Petrol,125,51.4,1.2,13195
15279,Ford, Edge,2017,Semi-Auto,15349,Diesel,200,47.9,2,22099
15280,BMW, 6 Series,2019,Semi-Auto,4028,Diesel,145,42.2,2,41980
15281,Mercedes, V Class,2019,Semi-Auto,650,Diesel,145,36.7,2,48890
15282,Mercedes, M Class,2015,Semi-Auto,47808,Diesel,300,39.2,3,19995
15283,Skoda, Scala,2019,Automatic,3128,Petrol,145,44.8,1.5,18499
15284,Mercedes, S Class,2019,Semi-Auto,7283,Diesel,145,48.7,3,57000
15285,BMW, i3,2017,Automatic,29851,Hybrid,0,470.8,0,19895
15286,Hyundai, I800,2018,Manual,32000,Diesel,145,37.7,2.5,17000
15287,Ford, Galaxy,2016,Manual,28139,Petrol,160,43.5,1.5,16000
15288,Ford, Tourneo Custom,2017,Manual,47000,Diesel,200,44.8,2,16500
15289,BMW, Z4,2012,Manual,47800,Petrol,200,41.5,2,10595
15290,Toyota, Hilux,2019,Manual,19211,Diesel,260,40.4,2.4,23600
15291,Ford, KA,2011,Manual,30475,Petrol,30,57.7,1.2,2650
15292,Volkswagen, Arteon,2019,Automatic,3698,Petrol,145,48.7,1.5,21999
15293,Hyundai, IX20,2016,Manual,21152,Diesel,30,64.2,1.6,9000
15294,Volkswagen, Tiguan Allspace,2019,Semi-Auto,8268,Petrol,145,35.8,1.5,24989
15295,Ford, KA,2013,Manual,45880,Petrol,30,57.7,1.2,4198
15296,Volkswagen, Scirocco,2015,Manual,38442,Diesel,20,55.4,2,11699
15297,Hyundai, I800,2019,Manual,4054,Diesel,145,31.7,2.5,20698
15298,Ford, Grand C-MAX,2017,Manual,36658,Diesel,150,64.2,1.5,11498
15299,Volkswagen, Caravelle,2019,Semi-Auto,14751,Diesel,145,32.8,2,45990
15300,Audi, A8,2020,Automatic,10,Diesel,145,39.2,3,54990
15301,Mercedes, CLA Class,2016,Manual,33231,Petrol,125,51.4,1.6,16000
15302,Ford, KA,2014,Manual,40150,Petrol,30,57.7,1.2,3918
15303,Mercedes, X-CLASS,2018,Automatic,7000,Diesel,260,35.8,2.3,27990
15304,Audi, RS3,2020,Automatic,320,Petrol,145,29.7,2.5,42490
15305,Mercedes, SLK,2016,Semi-Auto,30816,Diesel,30,70.6,2,16480
15306,Hyundai, I800,2018,Automatic,32469,Diesel,145,33.6,2.5,15299
15307,Mercedes, X-CLASS,2019,Automatic,3800,Diesel,260,35.8,2.3,34500
15308,Volkswagen, Arteon,2019,Automatic,15,Diesel,145,50.4,2,27989
15309,Audi, RS6,2017,Automatic,18881,Petrol,145,29.4,4,61490
15310,Mercedes, GLB Class,2020,Automatic,50,Diesel,145,46.3,2,37400
15311,Ford, Tourneo Custom,2015,Manual,13016,Diesel,235,42.2,2.2,18498
15312,Volkswagen, Arteon,2018,Semi-Auto,24428,Petrol,145,47.1,2,21550
15313,Skoda, Scala,2019,Manual,6500,Petrol,145,49.6,1,14995
15314,BMW, X4,2015,Automatic,32101,Diesel,200,47.9,3,22800
15315,Skoda, Roomster,2013,Manual,28131,Petrol,150,49.6,1.2,5495
15316,BMW, X6,2020,Semi-Auto,3000,Diesel,145,34.9,3,59989
15317,Toyota, Prius,2013,Automatic,42659,Hybrid,10,64.2,1.8,18495
15318,Audi, S3,2014,Automatic,38473,Petrol,205,40.9,2,17990
15319,Mercedes, GLS Class,2017,Semi-Auto,22219,Diesel,145,37.2,3,41962
15320,Hyundai, I800,2018,Manual,30727,Diesel,145,31.7,2.5,15489
15321,Skoda, Kamiq,2019,Automatic,5000,Petrol,145,44.1,1.5,19899
15322,Skoda, Kamiq,2020,Manual,2000,Petrol,145,47.9,1,19500
15323,Volkswagen, Tiguan Allspace,2019,Semi-Auto,1633,Petrol,150,35.8,1.5,28242
15324,Volkswagen, Shuttle,2019,Automatic,10563,Diesel,145,32.8,2,26990
15325,BMW, Z4,2020,Automatic,111,Petrol,145,38.7,2,31350
15326,Mercedes, CLS Class,2019,Automatic,30000,Diesel,150,47.9,2.9,39995
15327,Hyundai, Santa Fe,2019,Automatic,4995,Diesel,145,39.8,2.2,32750
15328,BMW, X4,2014,Automatic,67210,Diesel,200,47.9,3,18500
15329,Mercedes, CLK,2004,Automatic,58000,Diesel,260,39.2,2.7,3399
15330,Volkswagen, Scirocco,2018,Manual,27885,Petrol,145,47.1,2,16725
15331,Hyundai, Santa Fe,2014,Semi-Auto,60500,Diesel,260,41.5,2.2,14995
15332,Toyota, Verso,2016,Manual,28781,Diesel,30,62.8,1.6,11295
15333,Mercedes, GLS Class,2018,Semi-Auto,41102,Petrol,145,23,5.5,64999
15334,Mercedes, V Class,2019,Automatic,2145,Diesel,145,36.2,2,46220
15335,Mercedes, CLS Class,2015,Semi-Auto,68353,Diesel,160,52.3,3,16750
15336,Ford, KA,2010,Manual,89027,Petrol,30,55.4,1.2,2799
15337,Hyundai, IX35,2013,Automatic,49180,Diesel,305,39.2,2,8471
15338,Audi, Q8,2019,Semi-Auto,3062,Diesel,145,33.6,3,49990
15339,Mercedes, V Class,2018,Manual,23183,Diesel,145,46.3,2.1,19998
15340,Hyundai, IX20,2015,Automatic,29000,Petrol,205,43.6,1.6,7785
15341,Hyundai, IX35,2014,Manual,90000,Diesel,145,53.3,1.7,7475
15342,Toyota, Prius,2017,Automatic,21387,Hybrid,0,94.1,1.8,19195
15343,Hyundai, Santa Fe,2019,Automatic,5732,Diesel,145,39.2,2.2,33799
15344,Ford, KA,2008,Manual,77000,Petrol,195,43.5,1.3,850
15345,Toyota, Verso,2017,Manual,26409,Diesel,30,62.8,1.6,11961
15346,Mercedes, V Class,2020,Semi-Auto,250,Diesel,145,36.2,2,52900
15347,Mercedes, M Class,2012,Automatic,62639,Diesel,300,39.2,3,15699
15348,Ford, Galaxy,2015,Semi-Auto,42384,Diesel,160,47.1,2,10995
15349,BMW, X4,2015,Automatic,50323,Diesel,145,54.3,2,19290
15350,Audi, RS6,2016,Automatic,24000,Petrol,325,29.4,4,49990
15351,Hyundai, IX20,2017,Manual,4817,Petrol,125,50.4,1.4,10247
15352,Volkswagen, Arteon,2019,Automatic,1966,Petrol,145,40.4,1.5,22260
15353,Ford, Grand Tourneo Connect,2016,Automatic,18460,Diesel,125,56.6,1.5,14500
15354,Hyundai, I40,2013,Manual,50438,Diesel,30,62.8,1.7,6995
15355,BMW, 7 Series,2017,Automatic,20671,Diesel,125,57.6,3,27500
15356,Toyota, Verso,2017,Semi-Auto,41345,Petrol,160,43.5,1.8,14471
15357,Ford, Edge,2019,Semi-Auto,12766,Diesel,145,37.2,2,30000
15358,Volkswagen, Scirocco,2013,Manual,67547,Petrol,160,44.1,1.4,7599
15359,Ford, Edge,2017,Manual,41940,Diesel,145,47.9,2,19710
15360,Hyundai, IX20,2018,Manual,6071,Petrol,145,37.2,1.6,10987
15361,Hyundai, Santa Fe,2019,Semi-Auto,2847,Diesel,145,39.2,2.2,33999
15362,Ford, Grand C-MAX,2018,Manual,19035,Diesel,145,64.2,1.5,14999
15363,Volkswagen, Jetta,2008,Manual,111000,Diesel,155,48.7,2,2295
15364,Volkswagen, Tiguan Allspace,2019,Semi-Auto,13108,Petrol,150,30.7,2,31990
15365,Skoda, Kamiq,2019,Manual,3021,Petrol,145,49.6,1,15995
15366,Ford, Galaxy,2017,Automatic,28997,Diesel,145,52.3,2,18425
15367,Mercedes, CLS Class,2016,Semi-Auto,34056,Diesel,160,51.4,3,21398
15368,Skoda, Scala,2019,Manual,4990,Petrol,145,49.6,1,15290
15369,Mercedes, GLS Class,2017,Automatic,7208,Diesel,305,37.2,3,38250
15370,Volkswagen, Caddy Maxi Life,2019,Automatic,12174,Diesel,145,44.1,2,19000
15371,Skoda, Yeti,2016,Semi-Auto,33800,Petrol,125,51.4,1.2,12995
15372,Volkswagen, Amarok,2014,Automatic,40330,Diesel,260,35.3,2,15497
15373,Hyundai, IX20,2016,Manual,38756,Petrol,125,50.4,1.4,7240
15374,Mercedes, V Class,2018,Manual,24823,Diesel,145,46.3,2.1,19998
15375,Ford, Edge,2019,Automatic,6429,Diesel,145,37.2,2,32900
15376,Volkswagen, Caravelle,2013,Automatic,80639,Diesel,325,35.8,2,15990
15377,Volkswagen, Amarok,2015,Manual,73000,Diesel,260,35.3,2,14995
15378,Vauxhall, GTC,2018,Manual,2305,Petrol,145,47.1,1.4,12495
15379,BMW, 7 Series,2017,Semi-Auto,34335,Diesel,145,54.3,3,27100
15380,Ford, Tourneo Custom,2018,Manual,20874,Diesel,145,44.1,2,22995
15381,Ford, KA,2014,Manual,31935,Petrol,30,57.7,1.2,3334
15382,Volkswagen, Caddy,2015,Manual,54641,Diesel,265,60.1,2,12490
15383,Volkswagen, Arteon,2019,Automatic,6890,Petrol,145,32.8,2,32490
15384,Volkswagen, Tiguan Allspace,2019,Semi-Auto,5000,Diesel,145,38.7,2,33790
15385,Skoda, Kamiq,2019,Manual,2011,Petrol,145,47.1,1,17220
15386,Hyundai, IX20,2016,Manual,27000,Petrol,125,50.4,1.4,8500
15387,Volkswagen, Scirocco,2014,Manual,30000,Petrol,125,52.3,1.4,10698
15388,Ford, Grand Tourneo Connect,2018,Automatic,10703,Diesel,145,56.6,1.5,16298
15389,Ford, Edge,2017,Manual,45386,Diesel,160,48.7,2,17000
15390,Volkswagen, Arteon,2019,Semi-Auto,3000,Petrol,145,40.4,1.5,27995
15391,Mercedes, S Class,2015,Automatic,38347,Diesel,205,48.7,3,28086
